term,tagging_id,frequency_in_corpus,family,genus,species
balcony,2505,335,built-environment,built-environment,architecture
balcony,2661,335,built-environment,built-environment,terrain/built-environment
bar,2681,1660,built-environment,built-environment,cityscape
barn,2369,143,built-environment,built-environment,building
barn,2411,143,built-environment,built-environment,construction
barrack,3113,252,built-environment,built-environment,building/domicile
basalt,2342,110,built-environment,built-environment,building/masonry-stonework
basement,2404,205,built-environment,safe-harbor,construction
basket,2422,157,built-environment,safe-harbor,construction
battlement,2685,105,built-environment,built-environment,cityscape
bedroll,2421,118,built-environment,safe-harbor,construction
bedroom,2392,193,built-environment,safe-harbor,construction
bench,2415,173,built-environment,safe-harbor,construction
blanket,2408,234,built-environment,safe-harbor,construction
booth,1484,111,built-environment,built-environment,establishment/leisure
brick,2399,426,built-environment,built-environment,construction
bridge,2498,1586,built-environment,built-environment,architecture
bridge,2650,1586,built-environment,built-environment,terrain/built-environment
brothel,1480,110,built-environment,built-environment,establishment/leisure
build,5754,2982,built-environment,level-up,construction
building,5751,4387,built-environment,built-environment,construction
built,5753,3270,built-environment,built-environment,construction
bunk,2402,116,built-environment,safe-harbor,construction
bustling,1494,184,built-environment,built-environment,cityscape
cabin,2361,223,built-environment,built-environment,building/domicile
cabin,2391,223,built-environment,built-environment,construction
cabinet,2419,159,built-environment,safe-harbor,construction
cage,3549,625,built-environment,built-environment,container
canal,2431,296,built-environment,built-environment,journey/infrastructure
carpet,2395,248,built-environment,safe-harbor,construction
casino,1483,118,built-environment,built-environment,establishment/leisure
castle,629,3523,built-environment,built-environment,chambers-and-rooms
cathedral,1445,209,built-environment,built-environment,establishment/religious
cathedral,1507,209,built-environment,built-environment,establishment/religion
cave,651,2574,built-environment,built-environment,chambers-and-rooms
cavern,652,1555,built-environment,built-environment,chambers-and-rooms
ceiling,2499,1668,built-environment,built-environment,architecture
ceiling,2655,1668,built-environment,built-environment,terrain/built-environment
cellar,3552,344,built-environment,built-environment,container
chamber,643,2869,built-environment,built-environment,chambers-and-rooms
chapel,1444,231,built-environment,built-environment,establishment/religious
chapel,1502,231,built-environment,built-environment,establishment/religion
chasm,2479,397,built-environment,adventuring/mazes-and-traps,architecture
chest,639,1696,built-environment,built-environment,chambers-and-rooms
citadel,634,827,built-environment,built-environment,chambers-and-rooms
closet,2417,141,built-environment,safe-harbor,construction
clutter,2389,124,built-environment,safe-harbor,construction
colossal,2352,162,built-environment,built-environment,building/monument
colossus,2354,131,built-environment,built-environment,building/monument
column,2508,868,built-environment,built-environment,architecture
compartment,3550,270,built-environment,built-environment,container
container,3547,543,built-environment,built-environment,container
corridor,2485,615,built-environment,adventuring/mazes-and-traps,architecture
cottage,2365,179,built-environment,built-environment,building/domicile
cottage,2403,179,built-environment,built-environment,construction
courtyard,2679,305,built-environment,built-environment,cityscape
crack,2473,1032,built-environment,adventuring/mazes-and-traps,architecture
cramped,2388,173,built-environment,safe-harbor,construction
crowd,2682,1150,built-environment,built-environment,cityscape
crypt,646,586,built-environment,built-environment,chambers-and-rooms
descends,2488,276,built-environment,built-environment,architecture
design,5750,4521,built-environment,level-up,construction
develop,5755,1252,built-environment,level-up,construction
developed,5756,819,built-environment,level-up,construction
ditch,2433,169,built-environment,built-environment,journey/infrastructure
door,632,7470,built-environment,built-environment,chambers-and-rooms
doorway,2478,406,built-environment,adventuring/mazes-and-traps,architecture
dusty,2405,273,built-environment,safe-harbor,construction
earthen,2349,124,built-environment,built-environment,building/masonry-stonework
entrance,647,1293,built-environment,built-environment,chambers-and-rooms
erect,2351,190,built-environment,built-environment,building/monument
establish,5747,2527,built-environment,,construction
establishment,1493,276,built-environment,built-environment,cityscape
estate,3105,461,built-environment,built-environment,building/domicile
exit,648,842,built-environment,built-environment,chambers-and-rooms
exterior,2338,183,built-environment,built-environment,building/masonry-stonework
facade,2339,128,built-environment,built-environment,building/masonry-stonework
fissure,2484,180,built-environment,adventuring/mazes-and-traps,architecture
floor,2502,3543,built-environment,built-environment,architecture
floor,2654,3543,built-environment,built-environment,terrain/built-environment
fortress,633,1186,built-environment,built-environment,chambers-and-rooms
furnish,2401,133,built-environment,safe-harbor,construction
furnishing,2394,214,built-environment,safe-harbor,construction
furniture,2393,245,built-environment,safe-harbor,construction
gap,2474,577,built-environment,adventuring/mazes-and-traps,architecture
gate,640,3222,built-environment,built-environment,chambers-and-rooms
grand,636,1209,built-environment,built-environment,chambers-and-rooms
granite,2343,163,built-environment,built-environment,building/masonry-stonework
guildhall,1492,131,built-environment,built-environment,cityscape
hall,635,2501,built-environment,built-environment,chambers-and-rooms
hallway,2486,408,built-environment,adventuring/mazes-and-traps,architecture
heap,2406,234,built-environment,safe-harbor,construction
hewn,2345,122,built-environment,built-environment,building/masonry-stonework
highway,2432,170,built-environment,built-environment,journey/infrastructure
hole,2472,1405,built-environment,adventuring/mazes-and-traps,architecture
housing,3114,241,built-environment,built-environment,building/domicile
hut,3108,403,built-environment,built-environment,building/domicile
inaccessible,250,114,built-environment,,chambers-and-rooms
interior,2481,732,built-environment,built-environment,architecture
intersection,1496,174,built-environment,built-environment,cityscape
introduce,5749,1073,built-environment,,construction
lab,3123,414,built-environment,built-environment,establishment/laboratory
laboratory,3122,535,built-environment,built-environment,establishment/laboratory
lair,644,3105,built-environment,built-environment,chambers-and-rooms
lock,638,3533,built-environment,built-environment,chambers-and-rooms
log,2398,430,built-environment,built-environment,construction
make,5748,51272,built-environment,level-up,construction
manor,3109,399,built-environment,built-environment,building/domicile
mansion,3111,353,built-environment,built-environment,building/domicile
marketplace,1463,176,built-environment,built-environment,establishment/leisure
masonry,2350,110,built-environment,built-environment,building/masonry-stonework
maze,2477,669,built-environment,built-environment,architecture
metropolis,1497,193,built-environment,built-environment,cityscape
monastery,1443,590,built-environment,built-environment,establishment/religious
monastery,1499,590,built-environment,built-environment,establishment/religion
monolith,2353,215,built-environment,built-environment,building/monument
nightclub,1482,134,built-environment,built-environment,establishment/leisure
obelisk,2348,125,built-environment,built-environment,building/masonry-stonework
open,626,8646,built-environment,built-environment,chambers-and-rooms
opening,2476,1174,built-environment,adventuring/mazes-and-traps,architecture
palace,3102,755,built-environment,built-environment,building/domicile
panel,2495,344,built-environment,built-environment,architecture
parlor,1481,105,built-environment,built-environment,establishment/leisure
passage,650,2013,built-environment,built-environment,chambers-and-rooms
passageway,2491,182,built-environment,adventuring/mazes-and-traps,architecture
pathway,2490,194,built-environment,built-environment,architecture
pave,2347,108,built-environment,built-environment,building/masonry-stonework
pavilion,1489,100,built-environment,built-environment,establishment/leisure
pedestal,2414,142,built-environment,built-environment,construction
pen,3548,556,built-environment,built-environment,container
pier,1490,122,built-environment,built-environment,cityscape
pillar,2496,690,built-environment,built-environment,architecture
plank,2410,152,built-environment,built-environment,construction
plaster,2340,103,built-environment,built-environment,building/masonry-stonework
platform,2503,453,built-environment,built-environment,architecture
platform,2659,453,built-environment,built-environment,terrain/built-environment
plaza,3955,207,built-environment,built-environment,city/place
portable,2386,287,built-environment,built-environment,construction
portal,641,1742,built-environment,built-environment,chambers-and-rooms
precinct,3103,353,built-environment,built-environment,building/domicile
residence,3104,324,built-environment,built-environment,building/domicile
residential,3115,169,built-environment,built-environment,building/domicile
roof,2506,721,built-environment,built-environment,architecture
roof,2658,721,built-environment,built-environment,terrain/built-environment
rooftop,2504,312,built-environment,built-environment,architecture
rooftop,2662,312,built-environment,built-environment,terrain/built-environment
room,642,7437,built-environment,built-environment,chambers-and-rooms
rug,2407,244,built-environment,safe-harbor,construction
sanctuary,1653,358,built-environment,built-environment,establishment
sewer,2666,557,built-environment,built-environment,terrain/built-environment
shack,2370,112,built-environment,built-environment,building/domicile
shack,2412,112,built-environment,built-environment,construction
shaft,2480,537,built-environment,adventuring/mazes-and-traps,architecture
shrine,631,1096,built-environment,built-environment,chambers-and-rooms
sinkhole,2483,243,built-environment,adventuring/mazes-and-traps,architecture
slab,2400,318,built-environment,built-environment,construction
slate,2346,102,built-environment,built-environment,building/masonry-stonework
slum,1495,241,built-environment,built-environment,cityscape
smithy,1491,109,built-environment,built-environment,establishment/artisan
spacious,2390,102,built-environment,safe-harbor,construction
spiral,2487,424,built-environment,built-environment,architecture
stair,2501,996,built-environment,built-environment,architecture
stair,2648,996,built-environment,built-environment,terrain/built-environment
staircase,2500,645,built-environment,built-environment,architecture
staircase,2649,645,built-environment,built-environment,terrain/built-environment
statue,2706,1708,built-environment,built-environment,building/monument
stonework,2341,104,built-environment,built-environment,building/masonry-stonework
stony,2344,105,built-environment,built-environment,building/masonry-stonework
stool,2416,121,built-environment,safe-harbor,construction
storage,3551,484,built-environment,built-environment,container
stout,2397,291,built-environment,built-environment,construction
straw,2423,133,built-environment,built-environment,construction
street,2683,4149,built-environment,built-environment,cityscape
stronghold,627,1150,built-environment,built-environment,chambers-and-rooms
structure,5752,2787,built-environment,built-environment,construction
sturdy,2387,379,built-environment,built-environment,construction
teem,2680,128,built-environment,built-environment,cityscape
temple,630,4078,built-environment,built-environment,chambers-and-rooms
tent,3107,512,built-environment,built-environment,building/domicile
theater,1455,317,built-environment,built-environment,establishment/leisure
tile,2494,402,built-environment,built-environment,architecture
timber,2409,197,built-environment,built-environment,construction
tomb,645,1323,built-environment,built-environment,chambers-and-rooms
tourist,1464,278,built-environment,built-environment,establishment/leisure
tower,628,4091,built-environment,built-environment,chambers-and-rooms
traffic,2434,341,built-environment,built-environment,journey/infrastructure
treasury,1498,155,built-environment,built-environment,establishment/wealth
trunk,2396,284,built-environment,safe-harbor,construction
tunnel,649,2073,built-environment,built-environment,chambers-and-rooms
upstairs,2413,103,built-environment,safe-harbor,construction
upward,2493,309,built-environment,built-environment,architecture
vault,637,1783,built-environment,built-environment,chambers-and-rooms
vertical,2492,331,built-environment,built-environment,architecture
villa,3110,284,built-environment,built-environment,building/domicile
walkway,2430,164,built-environment,built-environment,journey/infrastructure
wall,2507,9845,built-environment,built-environment,architecture
wall,2653,9845,built-environment,built-environment,terrain/built-environment
wardrobe,2420,145,built-environment,safe-harbor,construction
warehouse,3106,572,built-environment,built-environment,building/domicile
window,2475,1303,built-environment,adventuring/mazes-and-traps,architecture
workshop,3121,561,built-environment,built-environment,establishment/artisan
abbot,1550,148,character,social-roles,social-role/religion
ably,5009,116,character,social-roles,person/traits/boy-scout
acolyte,5294,385,character,social-roles,social-role/education
acrobat,4357,103,character,social-roles,social-role/entertainer
actor,4367,332,character,social-roles,social-role/entertainer
adaptable,5013,118,character,social-roles,person/traits
adept,5337,888,character,social-roles,magic
administrator,4377,121,character,social-roles,social-role/bureaucrat
adventurer,4159,6359,character,social-roles,social-role
adventurous,1583,142,character,social-roles,character-traits
advisor,4224,293,character,social-roles,social-role
